review_text,preprocessed_review_text,review_rating,review_year,branch
"Very poor process. Its already 2023 and they are still not digitalized. It takes more than 1hr just to pay and another 1hr at least before you can enter. The line is ao long, there are 3 cashiers but only one is working. If you have kids, one adult is required to go inside and have to pay for no reason even though your kids can do it by themselves as they have experience in ice skating already. We even bought tickets online but you still need to queue as they said official tickets have to be redeemed in the counter. Buying tickets online is useless!!! Very disappointed.",very poor process its already 2023 and they be still not digitalize it take more than 1hr just to pay another at least before you can enter the line be ao long there 3 cashier but only one work if have kid adult require go inside for no reason even though your do by themselves as experience in ice skate we buy ticket online need queue say official be redeem counter buy useless disappointed,1 star,2023,megamall
"Aug 2022: They are super organized now than before. From the lockers down to the polar bear rental, everything is in order. They limit the entry of people every 2 hours. That's why the ice skating rink is not that crowded. Kudos to the management and staff for making said changes. Good job!!! 👏🏻 👏🏻👏🏻

Mar 2023: They are super organized and they also have Friday Disco On Ice 😊 The only downside is that the skating shoes are in bad condition and it has a terrible smell. Hopefully, they can address this issue ASAP. They also have Taters food stall inside.",aug 2022 they be super organize now than before from the locker down to polar bear rental everything be in order limit entry of people every 2 hour thats why ice skating rink not that crowd kudos management and staff for make say change good job mar 2023 also have friday disco on only downside shoe bad condition it have a terrible smell hopefully can address this issue asap tater food stall inside,4 stars,2023,megamall
"Went to buy ticket at around 2PM however the next scheduled time to go inside the rink would be 5PM. Process was smooth to get the skating shoes for our sizes and locker. When it's time to get inside the rink, I noticed that the rink seems a bit damp/wet. I remember when I was younger that whenever we go to the old skating rink from SM Megamall that the ice is dry and it doesn't have any water forming inside the rink. And I feel that it's easier to skate if the ice looks dry and not wet.",go to buy ticket at around 2pm however the next scheduled time go inside rink would be 5pm process be smooth get skating shoe for our size and locker when its i notice that seem a bit damp remember young whenever we old from sm megamall ice be dry it do n't have any water forming feel easy skate if look not wet,3 stars,2023,megamall
"The staff were really nice, especially the skate rental attendants. The service was exceptional.

The only problem is that none of the skates available for rent (size 9) were sharp. There was zero edge on the blade and clearly have not been sharpened for a long time. Stating on dull blades is a very serious safety issue. If there is no edge on the blade, there is no ability to turn or even balance. This is very dangerous. I would not recommend this business until they have the ability to sharpen the skates.",the staff be really nice especially skate rental attendant service be exceptional only problem be that none of skate available for rent size 9 sharp there zero edge on blade and clearly have not be sharpen a long time state dull blade very serious safety issue if no ability to turn or even balance this dangerous i would recommend business until they sharpen,1 star,2023,megamall
"Rink is decent but the iceskates are often broken and terribly stanky. They dont clean the skates between clients (as far as we could tell) so its quite disgusting.
Staff is very helpful and friendly though.",rink be decent but the iceskates be often broken and terribly stanky they dont clean skate between client as far we could tell so its quite disgusting staff very helpful friendly though,4 stars,2024,megamall
"It was my first time trying, and I am happy about it. Definitely will go back and try again. It was hard to learn and felt down many times (part of it and enjoyed it).

The shoes are not clean and smelly, I recommend bringing extra socks in advance. And you can buy your ticket online, which is much cheaper on the metrodeal website.",it be my first time try and i be happy about definitely will go back try again hard to learn felt down many time part of enjoy the shoe be not clean smelly recommend bring extra sock in advance you can buy your ticket online which be much cheap on metrodeal website,4 stars,2023,megamall
"Happy now body ache later 🤣🤣🤣.
One of the best experience this year, worth it to try.",happy now body ache later one of the best experience this year worth it to try,5 stars,2023,megamall
"Grumpy, unhelpful salespeople.  Didn't have the shoe size I confirmed in advance they had.  Show up an hour later...someone in front of me grabs the last (only?) Pair of size 9s.  Like, really???  On a Tuesday 2pm when school is in session.  What's it like on a weekend, or holiday break?

You are in a megamall, and you have ONE pair of 9s?  Lol... amateur hour here at the ""greatest"" mall on the Philippines.  More like the laziest.

How difficult can it possibly be to have EXTRA on hand just in case...like any other normally functioning business would. Pathetic.",grumpy unhelpful salesperson didnt have the shoe size i confirm in advance they have show up an hour latersomeone front of me grab last only pair 9s like really on a tuesday 2pm when school be session whats it weekend or holiday break you be megamall and one lol amateur here at great mall philippine more lazy how difficult can possibly be to extra hand just case any other normally function business would pathetic,1 star,2024,megamall
"Skates stink so bad and are so dull (hard to glide in) theyre in such bad shape overall. I dont like the timeslot system either because they take so long to process the line. Lockers are also required but so unsystematic and some of the ice marshalls are so rude! Lastly, they post special scheds in advance but dont even follow them!",skate stink so bad and be dull hard to glide in theyre such shape overall i dont like the timeslot system either because they take long process line locker also require but unsystematic some of ice marshall rude finally post special schedule advance do n't even follow them,1 star,2024,megamall
Been there with my siblings. Its friday night kaya madaming tao pero super enjoy. Memorable experience for a first timer hehe,be there with my sibling its friday night so many people but super enjoy memorable experience for a first timer hehe,5 stars,2023,megamall
A very fun experience. A good place to hang out with friends and family. Don't forget to bring your sweater because its so cold inside. They also have variety of shoe sizes so everyone has a fit.,a very fun experience good place to hang out with friend and family dont forget bring your sweater because its so cold inside they also have variety of shoe size everyone have fit,5 stars,2019,megamall
"The Changing/Rest Area needs Improvement!

As a Regular on Sundays, I really hope the shower rooms are modified or converted into changing rooms

When hockey players and figure skaters are crammed in the morning at the registered skaters area, there's overcrowding that happens. Not only that everyone's skate blades, it doesn't matter if you're a figure skater, hockey player or speed skater, the pads are not covered enough to protect everyone's blades

It would be nice to have some privacy while skaters change into their costumes or gear as well. Utilizing the shower/changing room would really help with this problem

The Ice
Maybe it's the weather, but those spiky metal sheets on the ceiling are creating water droplets that make the ice really bad. Maybe it's time to remove the metal sheets from the ceiling and replace them with something more practical?",the changingrest area need improvement as a regular on sunday i really hope shower room be modify or convert into change when hockey player and figure skater cram in morning at registered theres overcrowd that happen not only everyones skate blades it doesnt matter if youre skater player speed pad cover enough to protect would be nice have some privacy while change their costume gear well utilize showerchanging room help with this problem ice maybe its weather but those spiky metal sheet ceiling create water droplet make bad time remove from replace them something more practical,3 stars,2023,megamall
"Healing my inner child!

Tip: bring alcohol or sanitizer. The shoes could be smelly.",heal my inner child tip bring alcohol or sanitizer the shoe could be smelly,5 stars,2023,megamall
"Skating rink was not as smooth as it was sadt. The skating has new instructions where you could only skate in one direction - counterclockwise. Removes the fun out of the freestyle. Hahaha also there are a lot of people when we skate and seems that it was overcrowded especially on the sides handle.

Anyways, we tried the 2hrs instead of the unli hours. It's enough amount of time because you'll get exhausted easily of you're a beginner. Locker room rental for your valuables and shoes are php50. The shoes are not new and bring thicker socks so that you won't wound yourself in the shoes aglet metal holes inside.

Good for beginners who would like to have fun.",skating rink be not as smooth it sadt the have new instruction where you could only skate in one direction counterclockwise remove fun out of freestyle hahaha also there be a lot people when we and seem that overcrowd especially on side handle anyways try 2hrs instead unli hour its enough amount time because youll get exhaust easily youre beginner locker room rental for your valuable shoe php50 bring thicker sock so wont wind yourself aglet metal hole inside good beginner who would like to have,3 stars,2023,megamall
"Spacious place to skate and good for beginners. The ice is not that smooth so be careful. The shoes are “smelly” from overused I think. There are a lot of people there specially on peak days (weekends).

Rate is 450php unlimited skating
100php for the Polar Bear rental (1hour) - this will help you to balance while skating

50php for the locker rental

Overall, this is a good place to have fun with friends.",spacious place to skate and good for beginner the ice be not that smooth so be careful shoe be smelly from overuse i think there a lot of people especially on peak day weekend rate 450php unlimited skate 100php polar bear rental 1hour this will help you balance while 50php locker overall have fun with friend,3 stars,2019,megamall
"Fun place for the kids.  Regular rate of p450 and they promo for p250 during weekdays.
The shoes tend to be old and smelly.  But the kids dont seem to mind.
Its worth the experience and good bonding for the kids",fun place for the kid regular rate of p450 and they promo p250 during weekdays shoe tend to be old smelly but dont seem mind its worth experience good bonding,4 stars,2020,megamall
Haven't tried it yet but it seems worth it.,have n't try it yet but seem worth,5 stars,2023,megamall
"People traffic inside the rink: manageable since they provide time slots
Price: $$
Service: queueing up might pile up so best to plan it accordingly",people traffic inside the rink manageable since they provide time slots price service queue up might pile so best to plan it accordingly,4 stars,2023,megamall
Love this place 😍 worth the wait 😁😁,love this place worth the wait,5 stars,2023,megamall
Big space.. we had so much fun and will definitely come back.,big space we have so much fun and will definitely come back,5 stars,2023,megamall
"DO NOT COME HERE WITH YOUR KID!
Skate blade is terrible, zero edge on their blade. I would not recommend you bring your family or kids here.
This is very dangerous because the shoes cannot provide enough support.
Is a ankle breaker. is really painful every second.

It was disappointed that size 9 is the most popular one but SM not prepare enough.",do not come here with your kid skate blade be terrible zero edge on their i would recommend you bring family or kid this very dangerous because the shoe can provide enough support an ankle breaker really painful every second it be disappoint that size 9 most popular one but sm do n't prepare,1 star,2023,megamall
"Serviceable skating rink.  The ice is a bit rough due to the number of people and they only service it twice a day.  Even after the zamboni smoothed the ice, it wasn't the quality of surface I am used to.  The quality of the skates weren't up to standards as well.  But for beginners and first timers, this rink will do.",serviceable skate rink the ice be a bit rough due to number of people and they only service it twice day even after zamboni smooth wasnt quality surface i be use skate werent up standard as well but for beginner first timer this will do,3 stars,2018,megamall
It was super nice. You have to get there early so you don't have to wait in line. They have 2 hour rent and an all day pass.,it be super nice you have to get there early so dont wait in line they 2 hour rent and an all day pas,4 stars,2023,megamall
"Cool place, but check because they have time limits. And also locker is one time use only(u can open and close it only once). So if you gonna share it, keep in mind it.",cool place but check because they have time limit and also locker be one use onlyu can open close it only once so if you gon na share keep in mind,5 stars,2023,megamall
"I'm a big fan of ice skating. We usually ice skate at SM MOA but had to go here because my friend is nearer here in Megamall.

I'm a bit disappointed. Because there's too many people,we had to fall in line for like 30 minutes just to get the ice skates.. the rink is smaller compared to MOAs and the worst part is the shoes smells so bad. In Mall of Asia, it's not like this.",im a big fan of ice skate we usually skate at sm moa but have to go here because my friend be nearer in megamall bit disappointed there too many people fall line for like 30 minute just get the skate rink small compare moas and bad part shoe smell so bad mall asia its not this,2 stars,2023,megamall
Went here on a Thursday before lunch with friends. Not much people and pretty large skating rink considering it is inside a mall.,go here on a thursday before lunch with friend . not many people and pretty large skate rink consider it be inside mall,5 stars,2023,megamall
"Had fun, but check ur schedule bcoz they have time limits. You can also rent a locker & a polar bear which you can use to stand or a guide & you can borrow helmet for free.",have fun but check ur schedule bcoz they have time limit you can also rent a locker polar bear which use to stand or guide borrow helmet for free,4 stars,2023,megamall
Great place to learn skates. But one of the problems i faced are the coaches of the figure skaters. They get mad at customers for obstructing but those customers are begginers and cannot help obstructing. But essentially good quality of rink and they periodically clean the rink. Some shoes smell by the way,great place to learn skate but one of the problem i face be coach figure skaters they get mad at customer for obstruct those begginers and can not help essentially good quality rink periodically clean some shoe smell by way,3 stars,2017,megamall
"We had so much fun Celebrating our 7th year anniversary here at Megamall Ice Skating Rink last 02/16/2020.

Trying this ice skating for the very first time for both of us was so lit. 🤙🏼

5 Pointers

1st: It was not easy to walk at the ice with the ice skate. Kudos to those who are trying really hard to practice dancing with it, you guys are awesome.
I best suggest to rent a polar bear for a firt timer. It really helps.

2nd: I forgot to bring a jacket with me it was so cold inside the rink. So, I recommend don't forget to bring one jacket with you guys.

3rd: For you to enjoy the moment try to copy-cat the others. I swear, it can help you to move slowly but surely.

4th: Don't forget to record a video clip when you are a first timer. I bet you, it will makes your jaw and belly hurt due to laughing hard. Record every moment and have fun.

5th: Don't forget to take a photo and slay your ice skate. As if you've never been through many struggles strolling with it. ⛸",we have so much fun celebrate our 7th year anniversary here at megamall ice skate rink last 02162020 try this for the very first time both of us be lit 5 pointer 1st it not easy to walk with skate kudos those who be really hard practice dance you guy awesome i best suggest rent a polar bear firt timer help 2nd forget bring jacket me cold inside recommend dont forget one 3rd enjoy moment try copycat others swear can help move slowly but surely 4th record video clip when bet will make your jaw and belly hurt due laugh every have 5th take photo slay as if 've never be through many struggle stroll,5 stars,2020,megamall
"They have cut off even if you are paying for unlimited ice skating. On weekends, if you arrive at 1pm, there's tendency that your time in will be 3:15pm. If you have a 2-hr ticket (limited time), chances are, you'll be at 3:00 or 5:30 batch. With the long lines coming in, plus long lines in getting shoes, and wearing it, you will start to skate at around 3:30 or 3:45pm. They will ask you to leave the ice at 4:30 to resurface the rink and your time will end at 5:00 pm (so, that's basically 1 hour only, not 2hrs!). They will not let you come in anymore after they clean the rink. Lockers are for one time use (one open and one close), they will lock your locker and confiscate your things if you opened it for any reasons at all. If you rest and take off your ice skating shoes, they will confiscate the shoes (no shoes on the floor), and you need to fall in line again to get one (long lines during cleaning period). Very, very frustrating.",they have cut off even if you be pay for unlimited ice skate on weekend arrive at 1pm there tendency that your time in will be 315pm a 2hr ticket limited chance youll 300 or 530 batch with the long line come plus get shoe and wear it start to skate around 330 345pm ask leave 430 resurface rink end 500 pm so thats basically 1 hour only not 2hrs let come anymore after clean locker one use open close lock locker confiscate thing open any reason all rest take no floor need fall line again get during clean period very frustrating,3 stars,2023,megamall
"Good place for those who know how to ice skate. Not so beginner friendly. Polar bears that serve as guides are not always available. You need to line up on the waiting list. It is more okay if you have your own shoes as your exact size may not be available on your schedule. Skating shoes are included in the price, but most of the shoes are old. Good to try, but I'm not thrilled to go back.",good place for those who know how to ice skate not so beginner friendly polar bear that serve as guide be always available you need line up on the wait list it be more okay if have your own shoe exact size may be schedule skating include in price but most of old try im thrill go back,3 stars,2023,megamall
"It's good however there is a chance to get the B.A.5 variant that is more transmisable, WHO also announced a new mutated sub variant B.A.75 that is more transmitable and can pass undetected if you are already vaccinated, be aware, DONT SPREAD COVID IN MANILA TO AVOID LOCKDOWN AGAIN, WAG ""PASAWAY""!!!",its good however there be a chance to get the ba5 variant that more transmissible who also announce new mutate sub ba75 transmittable and can pass undetected if you be already vaccinate be aware dont spread covid in manila avoid lockdown again do not stubborn,1 star,2023,megamall
Great place to have fun with friends and family,great place to have fun with friend and family,5 stars,2023,megamall
"Reality check, we still have Covid19, gathering like this are Super Spreader...",reality check we still have covid19 gather like this be super spreader,2 stars,2023,megamall
"Well maintained facility, very popular destination",well maintain facility very popular destination,4 stars,2024,megamall
"Please choose your staff carefully. The woman that was in charge of the counter at this very day, July 13, 2022, around 4:30-5:30, was very rude and didn't take her customers seriously. For she told a customer what would the customer do or ""Ano ang magagawa mo?"" (in a very rude and arrogant tone), when the said customer was just asking for information as to why they were told by the said woman that the ice skating rink was closed when there were obviously a new batch in the skating rink.",please choose your staff carefully the woman that be in charge of counter at this very day july 13 2022 around 430530 rude and do n't take her customer seriously for she tell a customer what would do or can you arrogant tone when say just ask information as to why they be by ice skating rink close there obviously new batch,1 star,2023,megamall
Amazing! Polar bear is my hero 🐻 …,amaze polar bear be my hero,5 stars,2023,megamall
"Once located beside Megamall's foodcourt in the basement floor, this one is now relocated in the 5th floor of the new Fashion Hall. This is a full sized rink compared to the previous one.",once locate beside megamalls foodcourt in the basement floor this one be now relocate 5th of new fashion hall a full size rink compare to previous,5 stars,2023,megamall
Based  of my observation not experience while watching the people inside the ice skating they are all enjoying while skating.This place  has wide area that giving them very comfortable.There are also tutorial who do not  know how to skate.,base on my observation not experience while watch the people inside ice skate they be all enjoy this place have wide area that give them very comfortable there also tutorial who do know how to skate,5 stars,2023,megamall
Nice,nice,5 stars,2024,megamall
"The staff who's giving stubs are not consistent. Pinapila niya kami near the cashier area, then I am trying to talk to her regarding 2hr pass vs. afternoon pass, so after confirming that the 2hrs pass for 4pm is full, we're trying to get the afternoon pass but she's not paying attention to me and decided to go somewhere else, pero ako, nagstay pdin ako sa pila expecting that the stub she's giving is for 2hrs pass only, then nung ako na ung next, the cashier is asking for a stub, so I said na wala siyang binibigay, so tinawag ni ateng cashier ung nagbibigay ng stub, then that woman denied that I am requesting for a stub for 5pax and want me to go to the end of the line to wait again. Nakakadisappoint. Skating was one of our activities on that day my birthday and that woman blew it off. nakakaloka. di approcheable mga tao, bad customer service!!!!!",the staff who give stub be not consistent she make us line up near cashier area then i be try to talk her regard 2hr pas v afternoon so after confirm that 2hrs for 4pm be full be get but shes pay attention me and decide go somewhere else also stay in queue expect stub only when be next ask a say do n't give anything call neither do woman deny request 5pax want end of wait again disappointing skating one our activity on day my birthday blow it 's off shock unapproachable people bad customer service,1 star,2023,megamall
"A very fun experience this photo was taken pre-covid, it is a good way to relieve stress",a very fun experience this photo be take precovid it be good way to relieve stress,5 stars,2022,megamall
"Awesome experience, but if you like to try this bring a thick socks and do stretching first coz your feet might get hurt.",awesome experience but if you like to try this bring a thick sock and do stretch first coz your foot might get hurt,4 stars,2023,megamall
Rentals were bad. Dull blades (couldnt even glide). Basically no maintenance on the equipment.,rental be bad dull blade could n't even glide basically no maintenance on the equipment,2 stars,2023,megamall
A fun experience indeed. Don't forget to bring a sweater because it's cold!,a fun experience indeed do n't forget to bring sweater because its cold,5 stars,2019,megamall
Great place to skate.,great place to skate,5 stars,2023,megamall
"Overall, this ice rink is like an oasis in the desert in Manila. The ice skate shoe rentals are in disrepair which makes it very hard to find your balance on the ice if you are an advanced skater. I think the beginners had a lot of fun pushing the polar bear statues for balance. I need my own skates to enjoy this rink but they do not have a sharpening grinder either. Overall, my friends had a good memory at this skating rink.",overall this ice rink be like an oasis in the desert manila skate shoe rental be disrepair which make it very hard to find your balance on if you advanced skater i think beginner have a lot of fun push polar bear statue for need my own skate enjoy but they do not have sharpening grinder either friend good memory at skate,4 stars,2020,megamall
"Kids really enjoyed the opportunity to try ice skating. Perfect bonding moment for the family.  Go on weekdays, less people. Make sure you bring extra socks for the kids.",kid really enjoy the opportunity to try ice skate perfect bond moment for family go on weekday less people make sure you bring extra sock,5 stars,2023,megamall
Amazing place. Staff is very friendly. Will go and have fun on this skating rink again. Remember to bring socks.,amazing place staff be very friendly will go and have fun on this skate rink again remember to bring sock,5 stars,2023,megamall
"Staff is nice, shoes can be asked for replacement. I prefer this rink over Mall of Asia's",staff be nice shoe can be ask for replacement i prefer this rink over mall of asia,4 stars,2023,megamall
"The first skating rink in the Philippines,  it opened in the early 1990s. It has recently been renovated and relocated from basement level to 5th level",the first skating rink in philippine it open early 1990s have recently be renovate and relocate from basement level to 5th,3 stars,2023,megamall
As usual. People fall in line for queuing🤔 …,as usual people fall in line for queue,4 stars,2023,megamall
My kids really loved it,my kid really love it,5 stars,2023,megamall
SM is always the best. Benn here for 100 times already with my friends and family.,sm be always the best benn here for 100 time already with my friend and family,5 stars,2023,megamall
Spacious rink. But I think shoes are very heavy and *smelly. My first time skating so couldn't really tell if there's lighter shoes for this but some skaters do have their own shoes and I think they're lighter than the free shoes. It could be more fun for beginners maybe.,spacious rink but i think shoe be very heavy and smelly my first time skate so couldnt really tell if there light for this some skater do have their own theyre than the free it could be more fun beginner maybe,4 stars,2019,megamall
We arrived around 3pm.. and the security guard told us to wait til 5pm to buy the ticket and by 7pm we can enter to do the skating...,we arrive around 3pm and the security guard tell us to wait until 5pm buy ticket by 7pm can enter do skating,1 star,2023,megamall
"For starters, do penquin walk. Wear your protective gear.

Currently as of July 2022 last week update: they have no available trainer/instructor.",for starter do penquin walk wear your protective gear currently as of july 2022 last week update they have no available trainerinstructor,5 stars,2023,megamall
This is one of the few places in the Philippines you can actually ice skate. Its a bit cold for the locals but if you are used to it then it will be a welcome temperature.,this be one of the few place in philippine you can actually ice skate its a bit cold for local but if be use to it then will be welcome temperature,5 stars,2023,megamall
"I was here, alot of people came here, quite popular. You have to wait a long line, not suay they dont have enough my size fore ice skate",i be here alot of people come quite popular you have to wait a long line not suay they dont enough my size fore ice skate,4 stars,2023,megamall
Great experience in the ice but they should really sanitize the shoes😅 Looks like they haven't been cleaned for years …,great experience in the ice but they should really sanitize shoe look like have n't be clean for year,4 stars,2023,megamall
Coming in the early morning (10:00 AM) on Sundays is probably one of the best times to ice skate for beginners or people who want to work on technique. I avoid the peak times as it sometimes feels a little bit too crowded and renting perfectly-sized boots becomes tricky.,come in the early morning 10 be on sunday be probably one of best time to ice skate for beginner or people who want work technique i avoid peak as it sometimes feel a little bit too crowded and rent perfectly size boot become tricky,4 stars,2018,megamall
The skating experience is great but got fed up of waiting time ..reached 2:45 and stand in line for one hour and got slot for 7 15 to 9 15pm,the skating experience be great but get feed up of wait time reach 245 and stand in line for one hour slot 7 15 to 9 15pm,4 stars,2023,megamall
"We’re still in the Philippines and the kids need ice time, so we decided to check out the ice skating rink at Megamall. The rink is located on the 5th floor. It was a pleasant surprise to see that the ice is maintained. And I wouldn’t have believed it if I didn’t see it myself, but they have a Zamboni. My daughter told me the skates are not as dull as at the MOA ice rink. Also, you can choose between figure skates and hockey skates at no extra charge.
While the MOA rink has for hockey players, the Megamall rink has more figure skaters. Overall it’s a good experience for the kids. If you need to ice time while I the Philippines, this rink is the better of the two we’ve been to.",we be still in the philippine and kid need ice time so decide to check out skate rink at megamall be locate on 5th floor it be a pleasant surprise see that maintain i would n't have believe if didnt myself but they zamboni my daughter tell me skate be not as dull moa also you can choose between figure hockey no extra charge while have for player more skater overall its good experience need this good of two be,5 stars,2019,megamall
A must-try experience when you're in Megamall! The ice is relatively well-maintained and the skates they provide are decent. Really fun to go out either to practice alone or to have fun with friends.,a must try experience when youre in megamall the ice be relatively well maintain and skate they provide be decent really fun to go out either practice alone or have with friend,5 stars,2020,megamall
"Super crowded place. If you want to go here, make sure to be early, preferably morning.",super crowd place if you want to go here make sure be early preferably morning,2 stars,2023,megamall
Cool place. Though not ao maintained in terms of its cleanliness,cool place although not maintain in term of its cleanliness,4 stars,2023,megamall
"It gets crowded during the weekends and in the afternoons. Best to come in early, just right after the mall opened. Or plan the visit on a weekday.",it get crowd during the weekend and in afternoon best to come early just right after mall open or plan visit on a weekday,4 stars,2020,megamall
"Crowded ice skating rink, but price is sensible. A good choice for occasional recreational change for your weekend activities.",crowd ice skate rink but price be sensible a good choice for occasional recreational change your weekend activity,4 stars,2023,megamall
We had so much fun playing around in the skating rink,we have so much fun play around in the skating rink,4 stars,2019,megamall
Really enjoyed at this place with my friends. Affordable price with high quality equipments. You can get discount coupons occasionally.,really enjoy at this place with my friend . affordable price high quality equipment you can get discount coupon occasionally,4 stars,2019,megamall
Kids had a blast! Polar bears saved the day!,kid have a blast . polar bear save the day,5 stars,2020,megamall
I only glimpsed on it and it looked fine. Being new helps too.,i only glimpse on it and look fine . be new help too,5 stars,2023,megamall
Nice place to visit for family bonding and for hanging out with friends too.,nice place to visit for family bonding and hang out with friend too,4 stars,2023,megamall
It's nice. You obviously need a jacket tho and socks hahahahaha,its nice you obviously need a jacket tho and sock hahahahaha,4 stars,2023,megamall
Probably the obly ice skating rink I Mandaluyong City. What a treat in a tropical country like the Philippines.,probably the official ice skate rink in mandaluyong city what a treat tropical country like philippine,5 stars,2023,megamall
"The place is barely full and the wait can be long, not enough skates to rent, they're always rented,,,",the place be barely full and wait can be long not enough skate to rent they be always rent,3 stars,2023,megamall
It's good when it's not too crowded and the temperature is fine,its good when not too crowd and the temperature be fine,5 stars,2023,megamall
We are enjoying your food and your staff are very friendly,we be enjoy your food and staff very friendly,5 stars,2023,megamall
"Uhm, I will go skating this week but I just wanna know if the iceskates have a good quality and if you can have a guider or like a walker thingy if you are still unstable.",uhm i will go skate this week but just wan na know if the iceskates have a good quality and you can guider or like walker thingy be still unstable,3 stars,2016,megamall
The ice rink is very spacious and well lit. The ice is well maintained. Only downside is that the skating shoes seems kinda old and dirty.,the ice rink be very spacious and well lit . maintain only downside that skating shoe seem kinda old dirty,4 stars,2016,megamall
Make reservation first if your're planning to go here,make reservation first if youre planning to go here,5 stars,2023,megamall
"the only problem are the skating shoes,, they smell horrible",the only problem be skate shoe they smell horrible,3 stars,2023,megamall
Ice skating in the heart of the metro. The skating area itself is really well maintained.,ice skate in the heart of metro area itself be really well maintain,5 stars,2023,megamall
Its non existent in SM Megamall for a long time now,its non-existent in sm megamall for a long time now,1 star,2023,megamall
Been here many times and they never disappoint,be here many time and they never disappoint,4 stars,2023,megamall
Good place to learn skating and cheap fee too,good place to learn skating and cheap fee too,5 stars,2023,megamall
SM megamall skating rink is better than in MOA,sm megamall skate rink be good than in moa,5 stars,2023,megamall
No skating rink at Megamall..the place has occupied by TOY KINGDOM STORE ....,no skate rink at megamall the place have be occupy by toy kingdom store,1 star,2023,megamall
A great place to chill just be careful not to get sprain or bruised.,a great place to chill just be careful not get sprain or bruise,5 stars,2023,megamall
Good place to have fun with family and friends,good place to have fun with family and friend,5 stars,2023,megamall
Awesome 👍 …,awesome,5 stars,2021,megamall
Rental skates are all old and blunt. Preparation of ice and filling is happens irregularly and therefore the quality of the ice rink is very very bad sometimes.,rental skate be all old and blunt preparation of ice filling be happen irregularly therefore the quality rink very bad sometimes,4 stars,2016,megamall
"Nice place, almost everything available, nice foo also",nice place almost everything available foo also,5 stars,2023,megamall
"Just beware that the skis they're renting are old, used and abused.",just beware that the ski they be rent old use and abuse,4 stars,2023,megamall
My brother enjoy the place a lot.,my brother enjoy the place a lot,4 stars,2023,megamall
"Bigger, brighter better compare to the old skating rink.",big brighter well compare to the old skating rink,4 stars,2023,megamall
bro this thing so good when i tried to skate the ice was moving and so i moved with it,bro this thing so good when i try to skate the ice be move and move with it,5 stars,2023,megamall
Very nice and relaxing to watch the skaters practicing.,very nice and relax to watch the skater practice,4 stars,2023,megamall
Nice but no money to try it.,nice but no money to try it,3 stars,2023,megamall
Good but too many people,good but too many people,5 stars,2023,megamall
Many people visit here everyday so you might wanna choose an ordinary weekday,many people visit here everyday so you might want to choose an ordinary weekday,4 stars,2019,megamall
🥶,,5 stars,2023,megamall
"A cool  place for  a tropical ice  skating rinks
.",a cool place for tropical ice skate rink,5 stars,2023,megamall
Good place. I like it.,good place i like it,3 stars,2018,megamall
Crowded on weekends. Skates are kinda smelly.,crowd on weekend skate be kinda smelly,4 stars,2023,megamall
Slippery but was a good experience,slippery but it be a good experience,3 stars,2019,megamall
Own shoes is suggestable since the shoes are way TOO heavy and uncomfortable,own shoe be suggestible since the be way too heavy and uncomfortable,3 stars,2021,megamall
"I started to learn to skate here, and that was awesome",i start to learn skate here and that be awesome,5 stars,2023,megamall
Delighted with the way it is maintained.,delight with the way it be maintain,4 stars,2018,megamall
"Visited on a weekday, there were only a few people ice-skating. Bring/wear socks.",visit on a weekday there be only few people iceskating bringwear sock,5 stars,2020,megamall
very nice and .they are cleanliness,very nice and they be cleanliness,1 star,2023,megamall
Great place to kill time,great place to kill time,4 stars,2023,megamall
Shoes are very uncomfortable and have a very bad smell,shoe be very uncomfortable and have a bad smell,1 star,2023,megamall
Cool as ice,cool as ice,5 stars,2020,megamall
Very nice for all ages🤣 …,very nice for all age,4 stars,2023,megamall
"Nice place for shopping, some stuff",nice place for shop some stuff,5 stars,2023,megamall
Already fully booked; crowded,already fully book crowd,1 star,2023,megamall
Very Well maintained international standard ice skating rink.,very well maintain international standard ice skate rink,5 stars,2020,megamall
"Excellent facility for newbies to learn ice skating, affordable paid lessons.",excellent facility for newbie to learn ice skate affordable pay lesson,5 stars,2017,megamall
There are too many people but worth the try.,there be too many people but worth the try,4 stars,2020,megamall
it nice for the children to play in snow.,it 's nice for the child to play in snow,5 stars,2023,megamall
Cool,cool,5 stars,2023,megamall
A huge place to practice your skating skills.,a huge place to practice your skate skill,4 stars,2023,megamall
Great place for kids.,great place for kid,5 stars,2023,megamall
Haven't tried it yet,have n't try it yet,5 stars,2023,megamall
"Ownsome sports play ground for kids,",ownsome sport playground for kid,5 stars,2023,megamall
Great way to get well.,great way to get well,5 stars,2023,megamall
Enjoy watching skating rink!!,enjoy watch skate rink,5 stars,2023,megamall
The best rink in the pHilippines,the best rink in philippine,5 stars,2023,megamall
Best experience,best experience,5 stars,2023,megamall
Have fun,have fun,5 stars,2023,megamall
Holidays 2022,holiday 2022,5 stars,2023,megamall
Clean and quiet place for skating,clean and quiet place for skate,4 stars,2023,megamall
very good,very good,5 stars,2023,megamall
Nice rink and nice coaches.,nice rink and coach,5 stars,2023,megamall
I don't like here. Also for Instructors.,i do n't like here also for instructor,3 stars,2019,megamall
Overcrowded during weekend,overcrowd during weekend,3 stars,2023,megamall
My kids love it.,my kid love it,5 stars,2023,megamall
Good fun but skates are dull,good fun but skate be dull,4 stars,2020,megamall
Amazing 👏 …,amaze,5 stars,2023,megamall
