review_text,preprocessed_review_text,review_rating,review_year,branch,scores_roberta,neg,neu,pos,sentiment_int
"The ice surface is good, but the skates are in poor condition. They stink, are uncomfortable and pretty broken.
My feet hurt and I couldn't enjoy skating.",the ice surface be good but skate be in poor condition they stink uncomfortable and pretty broken my foot hurt i could n't enjoy skate,3 stars,2024,cebu,"{'neg': 0.94705576, 'neu': 0.046856195, 'pos': 0.0060880305}",0.94705576,0.046856195,0.0060880305,negative
"It is a little smaller than Busan Shinsegae Ice Rink.
The ice doesn't melt and it's cool.
Rental skates smell and the blades are badly worn.
There are a lot of slips between guests.",it be a little small than busan shinsegae ice rink the doesnt melt and its cool rental skate smell blade be badly worn there lot of slip between guest,3 stars,2023,cebu,"{'neg': 0.030927805, 'neu': 0.36872128, 'pos': 0.60035086}",0.030927805,0.36872128,0.60035086,positive
"A must try experience. More is better. Muscle pain is sure to be the star tomorrow. lol
But it's worth it. There are lockers for rent so don't worry about your valuables. Leave your mobile phones to avoid accidents. Enjoy the moment. Even if there is no picture, it's ok than breaking your phone. Enjoy skating.",a must try experience more be well muscle pain sure to be the star tomorrow lol but its worth it there be locker for rent so dont worry about your valuable leave mobile phone avoid accident enjoy moment even if no picture ok than break phone skate,5 stars,2019,cebu,"{'neg': 0.044916358, 'neu': 0.2912462, 'pos': 0.66383743}",0.044916358,0.2912462,0.66383743,positive
"It's fun, but the disadvantage is that the shoes are a bit dirty and smelly.",its fun but the disadvantage be that shoe be a bit dirty and smelly,4 stars,2023,cebu,"{'neg': 0.47234398, 'neu': 0.40909177, 'pos': 0.118564256}",0.47234398,0.40909177,0.118564256,negative
"If you go at the first time, it is not crowded and you can use it. The quality of the ice is uneven, but it is enough to keep you cool in hot countries.",if you go at the first time it be not crowd and can use quality of ice uneven but enough to keep cool in hot country,4 stars,2023,cebu,"{'neg': 0.016888844, 'neu': 0.38518286, 'pos': 0.59792835}",0.016888844,0.38518286,0.59792835,positive
"A fantastic skating rink, both for children and adults. Really recommend.",a fantastic skating rink both for child and adult really recommend,3 stars,2020,cebu,"{'neg': 0.0014982462, 'neu': 0.016591573, 'pos': 0.98191017}",0.0014982462,0.016591573,0.98191017,positive
"Skates, helmets, knee guards, etc. were wet. There was no toilet cover in the bathroom, which was disappointing. But the staff are friendly",skate helmet knee guard etc be wet there be no toilet cover in the bathroom which disappoint but staff be friendly,4 stars,2020,cebu,"{'neg': 0.6791052, 'neu': 0.2893525, 'pos': 0.031542256}",0.6791052,0.2893525,0.031542256,negative
It was nice to be able to leisurely skate on a Sunday morning.,it be nice to be able leisurely skate on a sunday morning,5 stars,2023,cebu,"{'neg': 0.0034157215, 'neu': 0.07983844, 'pos': 0.9167459}",0.0034157215,0.07983844,0.9167459,positive
Both children and adults enjoy it. Weheheh,both child and adult enjoy it weheheh,4 stars,2020,cebu,"{'neg': 0.0020304096, 'neu': 0.041743726, 'pos': 0.9562259}",0.0020304096,0.041743726,0.9562259,positive
I think it's quite fun!,i think its quite fun,5 stars,2020,cebu,"{'neg': 0.0030537401, 'neu': 0.023584623, 'pos': 0.9733617}",0.0030537401,0.023584623,0.9733617,positive
"Its price is 450 pesos
Very suitable",its price be 450 peso . very suitable,4 stars,2020,cebu,"{'neg': 0.0037712932, 'neu': 0.11294534, 'pos': 0.88328344}",0.0037712932,0.11294534,0.88328344,positive
300 pesos for 2 hours,300 peso for 2 hour,5 stars,2023,cebu,"{'neg': 0.06546521, 'neu': 0.89223987, 'pos': 0.04229497}",0.06546521,0.89223987,0.04229497,neutral
Highly recommended if you are traveling with children,highly recommend if you be travel with child,5 stars,2020,cebu,"{'neg': 0.0077482006, 'neu': 0.40191546, 'pos': 0.5903364}",0.0077482006,0.40191546,0.5903364,positive
"Title: Glide and Chill at SM Megamall Skating Rink

The SM Megamall Skating Rink offers a cool escape from the bustling mall atmosphere, providing a fun and energetic experience for both beginners and seasoned skaters alike.

The rink itself is well-maintained, with smooth ice that facilitates easy gliding. Skating here is a breeze, and the spacious layout ensures that even during peak hours, you won't feel too crowded. The rental skates are in good condition, although bringing your own pair is always an option for those with specific preferences.

The rink's ambiance is vibrant, complemented by upbeat music that adds to the overall enjoyment. It's an ideal spot for friends and families to gather, offering a blend of recreation and exercise. For those looking to improve their skills, the rink occasionally offers lessons, making it accessible for beginners eager to learn the ropes.

One downside might be the occasional long lines during peak hours, but the wait is generally worth it once you hit the ice. The ticket prices are reasonable, making it a cost-effective activity for a day out.

Overall, the SM Megamall Skating Rink provides a delightful experience for skaters of all levels. Whether you're looking for a casual outing or a more serious skate session, this rink offers an enjoyable escape within the heart of the mall. Lace up your skates and glide away for a refreshing and entertaining time.",title glide and chill at sm megamall skate rink the offer a cool escape from bustle mall atmosphere provide fun energetic experience for both beginner season skater alike itself be wellmaintained with smooth ice that facilitate easy glide here breeze spacious layout ensure even during peak hour you wont feel too crowd rental skate be in good condition although bring your own pair always an option those specific preference rink ambiance vibrant complement by upbeat music add to overall enjoyment its ideal spot friend family gather offer blend of recreation exercise look improve their skill occasionally lesson make it accessible eager learn rope one downside might be occasional long line but wait generally worth once hit ticket price reasonable costeffective activity day out provide delightful all level whether youre casual outing or more serious skate session this enjoyable within heart lace up away refreshing entertaining time,5 stars,2024,megamall,"{'neg': 0.003337232, 'neu': 0.068802014, 'pos': 0.92786074}",0.003337232,0.068802014,0.92786074,positive
"Its so happy to skate here because sometimes there's disco here, also people here enjoying their time and can get some friends",its so happy to skate here because sometimes there disco also people enjoy their time and can make some friend,5 stars,2023,megamall,"{'neg': 0.0012797387, 'neu': 0.012903708, 'pos': 0.9858166}",0.0012797387,0.012903708,0.9858166,positive
This is a pretty big skating rink at first I thought it was small but after getting up close and getting inside and experiencing it it is very large. It’s better to come Monday through Friday where you can have a little more space on the weekends this place is beyond packed I mean jam packed and for the line is out the door around the building on the weekends. However a very nice addition they do have a set of bleachers to sit on or in while you watch your company ice skate I would say there’s about 12 to 15 rows and then there’s two sets Bleachers which is really accommodating so I have to give them a higher star then I was going to just because of that. Also their prices are pretty fair not too bad for Large City and such a large skating rink. Teresa skating rink you will need to go all the way to the very top floor that’s where it is located.,this be a pretty big skate rink at first i think it be small but after get up close and inside experience very large its good to come monday through friday where you can have little more space on the weekend place beyond pack mean jam for line out door around building however nice addition they do set of bleacher sit or in while watch your company ice skate would say theres about 12 15 row then two set which really accommodate so give them high star go just because that also their price be fair not too bad city such teresa will need go all way top floor thats locate,5 stars,2023,megamall,"{'neg': 0.0037658124, 'neu': 0.06161878, 'pos': 0.93461543}",0.0037658124,0.06161878,0.93461543,positive
"It was okay.

Skating rink was okay. Skating experience was good as they have attendants inside where when they saw you fell or struggling they are kind enough to help you and also teach you the basics. They have coach where you can rent for 30 mins for 200php (if I heard it right). At that time they no longer have available coach.

We paid for 399php per person good for 2 hours (adults and kids), entry is per batch. Since we are not a pro we rented 2 ""polar bears"" for 125php each. It will be like your walking stick to help you during skating. I highly recommend this for first timers like us. Then 50php each locker.

What I don't like here is it seems like they don't prioritize the health protocol. Literally, once you return the skate shoes, helmet, wrist band locker key, I never saw them disinfecting it. (Upon entering nor upon leaving) And they no longer have alcohol in the dispenser. I asked for it twice so I ended up going back to my locker to get my own alcohol.

I don't like how they organize the queue and how they want you to wear skating shoes first before giving your locker key even when you already paid for it. Imagine, putting your things inside the locker walking from the chair to the locker and TAKE NOTE WEARING SKATING SHOES! They should have considered that not all lockers were positioned eye level, what about those lockers at the bottom!? We asked for it before wearing the boots but they declined to give it as probably the locker was just a one time use.

I will give it a 3 star because the kuya who assisted us during skating was really nice and my inaanak enjoyed.",it be okay skate rink experience good as they have attendant inside where when saw you fell or struggle be kind enough to help and also teach the basic coach can rent for 30 min 200php if i hear right at that time no longer available we pay 399php per person 2 hour adult kid entry be batch since not a pro rent polar bear 125php each will be like your walk stick during highly recommend this first timer us then 50php locker what dont here seem prioritize health protocol literally once return skate shoe helmet wrist band key never them disinfect upon enter nor leave alcohol in dispenser ask twice so end up go back my get own how organize queue want wear before give even already imagine put thing from chair take note wear should consider all locker be position eye level about those bottom boot but decline give perhaps just one use 3 star because brother who assist really nice son enjoy,3 stars,2023,megamall,"{'neg': 0.018588094, 'neu': 0.32117313, 'pos': 0.6602388}",0.018588094,0.32117313,0.6602388,positive
"Very poor process. Its already 2023 and they are still not digitalized. It takes more than 1hr just to pay and another 1hr at least before you can enter. The line is ao long, there are 3 cashiers but only one is working. If you have kids, one adult is required to go inside and have to pay for no reason even though your kids can do it by themselves as they have experience in ice skating already. We even bought tickets online but you still need to queue as they said official tickets have to be redeemed in the counter. Buying tickets online is useless!!! Very disappointed.",very poor process its already 2023 and they be still not digitalize it take more than 1hr just to pay another at least before you can enter the line be ao long there 3 cashier but only one work if have kid adult require go inside for no reason even though your do by themselves as experience in ice skate we buy ticket online need queue say official be redeem counter buy useless disappointed,1 star,2023,megamall,"{'neg': 0.88504326, 'neu': 0.10703719, 'pos': 0.007919552}",0.88504326,0.10703719,0.007919552,negative
"Aug 2022: They are super organized now than before. From the lockers down to the polar bear rental, everything is in order. They limit the entry of people every 2 hours. That's why the ice skating rink is not that crowded. Kudos to the management and staff for making said changes. Good job!!! 👏🏻 👏🏻👏🏻

Mar 2023: They are super organized and they also have Friday Disco On Ice 😊 The only downside is that the skating shoes are in bad condition and it has a terrible smell. Hopefully, they can address this issue ASAP. They also have Taters food stall inside.",aug 2022 they be super organize now than before from the locker down to polar bear rental everything be in order limit entry of people every 2 hour thats why ice skating rink not that crowd kudos management and staff for make say change good job mar 2023 also have friday disco on only downside shoe bad condition it have a terrible smell hopefully can address this issue asap tater food stall inside,4 stars,2023,megamall,"{'neg': 0.113271676, 'neu': 0.36911958, 'pos': 0.5176087}",0.113271676,0.36911958,0.5176087,positive
"Went to buy ticket at around 2PM however the next scheduled time to go inside the rink would be 5PM. Process was smooth to get the skating shoes for our sizes and locker. When it's time to get inside the rink, I noticed that the rink seems a bit damp/wet. I remember when I was younger that whenever we go to the old skating rink from SM Megamall that the ice is dry and it doesn't have any water forming inside the rink. And I feel that it's easier to skate if the ice looks dry and not wet.",go to buy ticket at around 2pm however the next scheduled time go inside rink would be 5pm process be smooth get skating shoe for our size and locker when its i notice that seem a bit damp remember young whenever we old from sm megamall ice be dry it do n't have any water forming feel easy skate if look not wet,3 stars,2023,megamall,"{'neg': 0.064521156, 'neu': 0.74756396, 'pos': 0.18791488}",0.064521156,0.74756396,0.18791488,neutral
"The staff were really nice, especially the skate rental attendants. The service was exceptional.

The only problem is that none of the skates available for rent (size 9) were sharp. There was zero edge on the blade and clearly have not been sharpened for a long time. Stating on dull blades is a very serious safety issue. If there is no edge on the blade, there is no ability to turn or even balance. This is very dangerous. I would not recommend this business until they have the ability to sharpen the skates.",the staff be really nice especially skate rental attendant service be exceptional only problem be that none of skate available for rent size 9 sharp there zero edge on blade and clearly have not be sharpen a long time state dull blade very serious safety issue if no ability to turn or even balance this dangerous i would recommend business until they sharpen,1 star,2023,megamall,"{'neg': 0.40977067, 'neu': 0.3817933, 'pos': 0.20843601}",0.40977067,0.3817933,0.20843601,negative
"Rink is decent but the iceskates are often broken and terribly stanky. They dont clean the skates between clients (as far as we could tell) so its quite disgusting.
Staff is very helpful and friendly though.",rink be decent but the iceskates be often broken and terribly stanky they dont clean skate between client as far we could tell so its quite disgusting staff very helpful friendly though,4 stars,2024,megamall,"{'neg': 0.7986437, 'neu': 0.16443105, 'pos': 0.036925264}",0.7986437,0.16443105,0.036925264,negative
"It was my first time trying, and I am happy about it. Definitely will go back and try again. It was hard to learn and felt down many times (part of it and enjoyed it).

The shoes are not clean and smelly, I recommend bringing extra socks in advance. And you can buy your ticket online, which is much cheaper on the metrodeal website.",it be my first time try and i be happy about definitely will go back try again hard to learn felt down many time part of enjoy the shoe be not clean smelly recommend bring extra sock in advance you can buy your ticket online which be much cheap on metrodeal website,4 stars,2023,megamall,"{'neg': 0.01029483, 'neu': 0.09078687, 'pos': 0.8989183}",0.01029483,0.09078687,0.8989183,positive
"Happy now body ache later 🤣🤣🤣.
One of the best experience this year, worth it to try.",happy now body ache later one of the best experience this year worth it to try,5 stars,2023,megamall,"{'neg': 0.0021340183, 'neu': 0.013289468, 'pos': 0.9845766}",0.0021340183,0.013289468,0.9845766,positive
"Grumpy, unhelpful salespeople.  Didn't have the shoe size I confirmed in advance they had.  Show up an hour later...someone in front of me grabs the last (only?) Pair of size 9s.  Like, really???  On a Tuesday 2pm when school is in session.  What's it like on a weekend, or holiday break?

You are in a megamall, and you have ONE pair of 9s?  Lol... amateur hour here at the ""greatest"" mall on the Philippines.  More like the laziest.

How difficult can it possibly be to have EXTRA on hand just in case...like any other normally functioning business would. Pathetic.",grumpy unhelpful salesperson didnt have the shoe size i confirm in advance they have show up an hour latersomeone front of me grab last only pair 9s like really on a tuesday 2pm when school be session whats it weekend or holiday break you be megamall and one lol amateur here at great mall philippine more lazy how difficult can possibly be to extra hand just case any other normally function business would pathetic,1 star,2024,megamall,"{'neg': 0.88480735, 'neu': 0.10436867, 'pos': 0.010823947}",0.88480735,0.10436867,0.010823947,negative
"Skates stink so bad and are so dull (hard to glide in) theyre in such bad shape overall. I dont like the timeslot system either because they take so long to process the line. Lockers are also required but so unsystematic and some of the ice marshalls are so rude! Lastly, they post special scheds in advance but dont even follow them!",skate stink so bad and be dull hard to glide in theyre such shape overall i dont like the timeslot system either because they take long process line locker also require but unsystematic some of ice marshall rude finally post special schedule advance do n't even follow them,1 star,2024,megamall,"{'neg': 0.9719877, 'neu': 0.025515199, 'pos': 0.0024971552}",0.9719877,0.025515199,0.0024971552,negative
Been there with my siblings. Its friday night kaya madaming tao pero super enjoy. Memorable experience for a first timer hehe,be there with my sibling its friday night so many people but super enjoy memorable experience for a first timer hehe,5 stars,2023,megamall,"{'neg': 0.0012270005, 'neu': 0.011826806, 'pos': 0.98694617}",0.0012270005,0.011826806,0.98694617,positive
A very fun experience. A good place to hang out with friends and family. Don't forget to bring your sweater because its so cold inside. They also have variety of shoe sizes so everyone has a fit.,a very fun experience good place to hang out with friend and family dont forget bring your sweater because its so cold inside they also have variety of shoe size everyone have fit,5 stars,2019,megamall,"{'neg': 0.002595163, 'neu': 0.017421216, 'pos': 0.9799836}",0.002595163,0.017421216,0.9799836,positive
"The Changing/Rest Area needs Improvement!

As a Regular on Sundays, I really hope the shower rooms are modified or converted into changing rooms

When hockey players and figure skaters are crammed in the morning at the registered skaters area, there's overcrowding that happens. Not only that everyone's skate blades, it doesn't matter if you're a figure skater, hockey player or speed skater, the pads are not covered enough to protect everyone's blades

It would be nice to have some privacy while skaters change into their costumes or gear as well. Utilizing the shower/changing room would really help with this problem

The Ice
Maybe it's the weather, but those spiky metal sheets on the ceiling are creating water droplets that make the ice really bad. Maybe it's time to remove the metal sheets from the ceiling and replace them with something more practical?",the changingrest area need improvement as a regular on sunday i really hope shower room be modify or convert into change when hockey player and figure skater cram in morning at registered theres overcrowd that happen not only everyones skate blades it doesnt matter if youre skater player speed pad cover enough to protect would be nice have some privacy while change their costume gear well utilize showerchanging room help with this problem ice maybe its weather but those spiky metal sheet ceiling create water droplet make bad time remove from replace them something more practical,3 stars,2023,megamall,"{'neg': 0.22248153, 'neu': 0.56859946, 'pos': 0.20891893}",0.22248153,0.56859946,0.20891893,neutral
"Healing my inner child!

Tip: bring alcohol or sanitizer. The shoes could be smelly.",heal my inner child tip bring alcohol or sanitizer the shoe could be smelly,5 stars,2023,megamall,"{'neg': 0.62727123, 'neu': 0.35040554, 'pos': 0.022323292}",0.62727123,0.35040554,0.022323292,negative
"Skating rink was not as smooth as it was sadt. The skating has new instructions where you could only skate in one direction - counterclockwise. Removes the fun out of the freestyle. Hahaha also there are a lot of people when we skate and seems that it was overcrowded especially on the sides handle.

Anyways, we tried the 2hrs instead of the unli hours. It's enough amount of time because you'll get exhausted easily of you're a beginner. Locker room rental for your valuables and shoes are php50. The shoes are not new and bring thicker socks so that you won't wound yourself in the shoes aglet metal holes inside.

Good for beginners who would like to have fun.",skating rink be not as smooth it sadt the have new instruction where you could only skate in one direction counterclockwise remove fun out of freestyle hahaha also there be a lot people when we and seem that overcrowd especially on side handle anyways try 2hrs instead unli hour its enough amount time because youll get exhaust easily youre beginner locker room rental for your valuable shoe php50 bring thicker sock so wont wind yourself aglet metal hole inside good beginner who would like to have,3 stars,2023,megamall,"{'neg': 0.26811025, 'neu': 0.5392066, 'pos': 0.1926831}",0.26811025,0.5392066,0.1926831,neutral
"Spacious place to skate and good for beginners. The ice is not that smooth so be careful. The shoes are “smelly” from overused I think. There are a lot of people there specially on peak days (weekends).

Rate is 450php unlimited skating
100php for the Polar Bear rental (1hour) - this will help you to balance while skating

50php for the locker rental

Overall, this is a good place to have fun with friends.",spacious place to skate and good for beginner the ice be not that smooth so be careful shoe be smelly from overuse i think there a lot of people especially on peak day weekend rate 450php unlimited skate 100php polar bear rental 1hour this will help you balance while 50php locker overall have fun with friend,3 stars,2019,megamall,"{'neg': 0.012355132, 'neu': 0.12058491, 'pos': 0.86705995}",0.012355132,0.12058491,0.86705995,positive
"Fun place for the kids.  Regular rate of p450 and they promo for p250 during weekdays.
The shoes tend to be old and smelly.  But the kids dont seem to mind.
Its worth the experience and good bonding for the kids",fun place for the kid regular rate of p450 and they promo p250 during weekdays shoe tend to be old smelly but dont seem mind its worth experience good bonding,4 stars,2020,megamall,"{'neg': 0.015687248, 'neu': 0.15449728, 'pos': 0.8298155}",0.015687248,0.15449728,0.8298155,positive
Haven't tried it yet but it seems worth it.,have n't try it yet but seem worth,5 stars,2023,megamall,"{'neg': 0.04775626, 'neu': 0.63744974, 'pos': 0.314794}",0.04775626,0.63744974,0.314794,neutral
"People traffic inside the rink: manageable since they provide time slots
Price: $$
Service: queueing up might pile up so best to plan it accordingly",people traffic inside the rink manageable since they provide time slots price service queue up might pile so best to plan it accordingly,4 stars,2023,megamall,"{'neg': 0.074167386, 'neu': 0.6930135, 'pos': 0.2328191}",0.074167386,0.6930135,0.2328191,neutral
Love this place 😍 worth the wait 😁😁,love this place worth the wait,5 stars,2023,megamall,"{'neg': 0.008944947, 'neu': 0.026044438, 'pos': 0.96501064}",0.008944947,0.026044438,0.96501064,positive
Big space.. we had so much fun and will definitely come back.,big space we have so much fun and will definitely come back,5 stars,2023,megamall,"{'neg': 0.0017344052, 'neu': 0.007949502, 'pos': 0.9903161}",0.0017344052,0.007949502,0.9903161,positive
"DO NOT COME HERE WITH YOUR KID!
Skate blade is terrible, zero edge on their blade. I would not recommend you bring your family or kids here.
This is very dangerous because the shoes cannot provide enough support.
Is a ankle breaker. is really painful every second.

It was disappointed that size 9 is the most popular one but SM not prepare enough.",do not come here with your kid skate blade be terrible zero edge on their i would recommend you bring family or kid this very dangerous because the shoe can provide enough support an ankle breaker really painful every second it be disappoint that size 9 most popular one but sm do n't prepare,1 star,2023,megamall,"{'neg': 0.9371443, 'neu': 0.057648435, 'pos': 0.00520736}",0.9371443,0.057648435,0.00520736,negative
"Serviceable skating rink.  The ice is a bit rough due to the number of people and they only service it twice a day.  Even after the zamboni smoothed the ice, it wasn't the quality of surface I am used to.  The quality of the skates weren't up to standards as well.  But for beginners and first timers, this rink will do.",serviceable skate rink the ice be a bit rough due to number of people and they only service it twice day even after zamboni smooth wasnt quality surface i be use skate werent up standard as well but for beginner first timer this will do,3 stars,2018,megamall,"{'neg': 0.35130167, 'neu': 0.5581559, 'pos': 0.090542436}",0.35130167,0.5581559,0.090542436,neutral
It was super nice. You have to get there early so you don't have to wait in line. They have 2 hour rent and an all day pass.,it be super nice you have to get there early so dont wait in line they 2 hour rent and an all day pas,4 stars,2023,megamall,"{'neg': 0.03697577, 'neu': 0.17921811, 'pos': 0.7838061}",0.03697577,0.17921811,0.7838061,positive
"Cool place, but check because they have time limits. And also locker is one time use only(u can open and close it only once). So if you gonna share it, keep in mind it.",cool place but check because they have time limit and also locker be one use onlyu can open close it only once so if you gon na share keep in mind,5 stars,2023,megamall,"{'neg': 0.009953414, 'neu': 0.36300758, 'pos': 0.627039}",0.009953414,0.36300758,0.627039,positive
"I'm a big fan of ice skating. We usually ice skate at SM MOA but had to go here because my friend is nearer here in Megamall.

I'm a bit disappointed. Because there's too many people,we had to fall in line for like 30 minutes just to get the ice skates.. the rink is smaller compared to MOAs and the worst part is the shoes smells so bad. In Mall of Asia, it's not like this.",im a big fan of ice skate we usually skate at sm moa but have to go here because my friend be nearer in megamall bit disappointed there too many people fall line for like 30 minute just get the skate rink small compare moas and bad part shoe smell so bad mall asia its not this,2 stars,2023,megamall,"{'neg': 0.5913978, 'neu': 0.334664, 'pos': 0.07393819}",0.5913978,0.334664,0.07393819,negative
Went here on a Thursday before lunch with friends. Not much people and pretty large skating rink considering it is inside a mall.,go here on a thursday before lunch with friend . not many people and pretty large skate rink consider it be inside mall,5 stars,2023,megamall,"{'neg': 0.004013348, 'neu': 0.3731273, 'pos': 0.6228593}",0.004013348,0.3731273,0.6228593,positive
"Had fun, but check ur schedule bcoz they have time limits. You can also rent a locker & a polar bear which you can use to stand or a guide & you can borrow helmet for free.",have fun but check ur schedule bcoz they have time limit you can also rent a locker polar bear which use to stand or guide borrow helmet for free,4 stars,2023,megamall,"{'neg': 0.005442326, 'neu': 0.2017616, 'pos': 0.7927961}",0.005442326,0.2017616,0.7927961,positive
Great place to learn skates. But one of the problems i faced are the coaches of the figure skaters. They get mad at customers for obstructing but those customers are begginers and cannot help obstructing. But essentially good quality of rink and they periodically clean the rink. Some shoes smell by the way,great place to learn skate but one of the problem i face be coach figure skaters they get mad at customer for obstruct those begginers and can not help essentially good quality rink periodically clean some shoe smell by way,3 stars,2017,megamall,"{'neg': 0.73017585, 'neu': 0.23459363, 'pos': 0.035230506}",0.73017585,0.23459363,0.035230506,negative
"We had so much fun Celebrating our 7th year anniversary here at Megamall Ice Skating Rink last 02/16/2020.

Trying this ice skating for the very first time for both of us was so lit. 🤙🏼

5 Pointers

1st: It was not easy to walk at the ice with the ice skate. Kudos to those who are trying really hard to practice dancing with it, you guys are awesome.
I best suggest to rent a polar bear for a firt timer. It really helps.

2nd: I forgot to bring a jacket with me it was so cold inside the rink. So, I recommend don't forget to bring one jacket with you guys.

3rd: For you to enjoy the moment try to copy-cat the others. I swear, it can help you to move slowly but surely.

4th: Don't forget to record a video clip when you are a first timer. I bet you, it will makes your jaw and belly hurt due to laughing hard. Record every moment and have fun.

5th: Don't forget to take a photo and slay your ice skate. As if you've never been through many struggles strolling with it. ⛸",we have so much fun celebrate our 7th year anniversary here at megamall ice skate rink last 02162020 try this for the very first time both of us be lit 5 pointer 1st it not easy to walk with skate kudos those who be really hard practice dance you guy awesome i best suggest rent a polar bear firt timer help 2nd forget bring jacket me cold inside recommend dont forget one 3rd enjoy moment try copycat others swear can help move slowly but surely 4th record video clip when bet will make your jaw and belly hurt due laugh every have 5th take photo slay as if 've never be through many struggle stroll,5 stars,2020,megamall,"{'neg': 0.0043787714, 'neu': 0.036356863, 'pos': 0.9592644}",0.0043787714,0.036356863,0.9592644,positive
"They have cut off even if you are paying for unlimited ice skating. On weekends, if you arrive at 1pm, there's tendency that your time in will be 3:15pm. If you have a 2-hr ticket (limited time), chances are, you'll be at 3:00 or 5:30 batch. With the long lines coming in, plus long lines in getting shoes, and wearing it, you will start to skate at around 3:30 or 3:45pm. They will ask you to leave the ice at 4:30 to resurface the rink and your time will end at 5:00 pm (so, that's basically 1 hour only, not 2hrs!). They will not let you come in anymore after they clean the rink. Lockers are for one time use (one open and one close), they will lock your locker and confiscate your things if you opened it for any reasons at all. If you rest and take off your ice skating shoes, they will confiscate the shoes (no shoes on the floor), and you need to fall in line again to get one (long lines during cleaning period). Very, very frustrating.",they have cut off even if you be pay for unlimited ice skate on weekend arrive at 1pm there tendency that your time in will be 315pm a 2hr ticket limited chance youll 300 or 530 batch with the long line come plus get shoe and wear it start to skate around 330 345pm ask leave 430 resurface rink end 500 pm so thats basically 1 hour only not 2hrs let come anymore after clean locker one use open close lock locker confiscate thing open any reason all rest take no floor need fall line again get during clean period very frustrating,3 stars,2023,megamall,"{'neg': 0.60073054, 'neu': 0.3571137, 'pos': 0.042155728}",0.60073054,0.3571137,0.042155728,negative
"Good place for those who know how to ice skate. Not so beginner friendly. Polar bears that serve as guides are not always available. You need to line up on the waiting list. It is more okay if you have your own shoes as your exact size may not be available on your schedule. Skating shoes are included in the price, but most of the shoes are old. Good to try, but I'm not thrilled to go back.",good place for those who know how to ice skate not so beginner friendly polar bear that serve as guide be always available you need line up on the wait list it be more okay if have your own shoe exact size may be schedule skating include in price but most of old try im thrill go back,3 stars,2023,megamall,"{'neg': 0.011108801, 'neu': 0.16952716, 'pos': 0.819364}",0.011108801,0.16952716,0.819364,positive
"It's good however there is a chance to get the B.A.5 variant that is more transmisable, WHO also announced a new mutated sub variant B.A.75 that is more transmitable and can pass undetected if you are already vaccinated, be aware, DONT SPREAD COVID IN MANILA TO AVOID LOCKDOWN AGAIN, WAG ""PASAWAY""!!!",its good however there be a chance to get the ba5 variant that more transmissible who also announce new mutate sub ba75 transmittable and can pass undetected if you be already vaccinate be aware dont spread covid in manila avoid lockdown again do not stubborn,1 star,2023,megamall,"{'neg': 0.08724387, 'neu': 0.5490528, 'pos': 0.3637034}",0.08724387,0.5490528,0.3637034,neutral
Great place to have fun with friends and family,great place to have fun with friend and family,5 stars,2023,megamall,"{'neg': 0.0020019554, 'neu': 0.014307447, 'pos': 0.98369056}",0.0020019554,0.014307447,0.98369056,positive
"Reality check, we still have Covid19, gathering like this are Super Spreader...",reality check we still have covid19 gather like this be super spreader,2 stars,2023,megamall,"{'neg': 0.009450231, 'neu': 0.5373558, 'pos': 0.453194}",0.009450231,0.5373558,0.453194,neutral
"Well maintained facility, very popular destination",well maintain facility very popular destination,4 stars,2024,megamall,"{'neg': 0.004449819, 'neu': 0.11680863, 'pos': 0.8787416}",0.004449819,0.11680863,0.8787416,positive
"Please choose your staff carefully. The woman that was in charge of the counter at this very day, July 13, 2022, around 4:30-5:30, was very rude and didn't take her customers seriously. For she told a customer what would the customer do or ""Ano ang magagawa mo?"" (in a very rude and arrogant tone), when the said customer was just asking for information as to why they were told by the said woman that the ice skating rink was closed when there were obviously a new batch in the skating rink.",please choose your staff carefully the woman that be in charge of counter at this very day july 13 2022 around 430530 rude and do n't take her customer seriously for she tell a customer what would do or can you arrogant tone when say just ask information as to why they be by ice skating rink close there obviously new batch,1 star,2023,megamall,"{'neg': 0.5430791, 'neu': 0.4284225, 'pos': 0.02849846}",0.5430791,0.4284225,0.02849846,negative
Amazing! Polar bear is my hero 🐻 …,amaze polar bear be my hero,5 stars,2023,megamall,"{'neg': 0.006315637, 'neu': 0.19380169, 'pos': 0.79988265}",0.006315637,0.19380169,0.79988265,positive
"Once located beside Megamall's foodcourt in the basement floor, this one is now relocated in the 5th floor of the new Fashion Hall. This is a full sized rink compared to the previous one.",once locate beside megamalls foodcourt in the basement floor this one be now relocate 5th of new fashion hall a full size rink compare to previous,5 stars,2023,megamall,"{'neg': 0.021653984, 'neu': 0.9138012, 'pos': 0.06454478}",0.021653984,0.9138012,0.06454478,neutral
Based  of my observation not experience while watching the people inside the ice skating they are all enjoying while skating.This place  has wide area that giving them very comfortable.There are also tutorial who do not  know how to skate.,base on my observation not experience while watch the people inside ice skate they be all enjoy this place have wide area that give them very comfortable there also tutorial who do know how to skate,5 stars,2023,megamall,"{'neg': 0.0057306294, 'neu': 0.1125731, 'pos': 0.8816962}",0.0057306294,0.1125731,0.8816962,positive
Nice,nice,5 stars,2024,megamall,"{'neg': 0.052610055, 'neu': 0.30867004, 'pos': 0.63871986}",0.052610055,0.30867004,0.63871986,positive
