review_text,review_rating,review_year,branch
"The Changing/Rest Area needs Improvement!

As a Regular on Sundays, I really hope the shower rooms are modified or converted into changing rooms

When hockey players and figure skaters are crammed in the morning at the registered skaters area, there's overcrowding that happens. Not only that everyone's skate blades, it doesn't matter if you're a figure skater, hockey player or speed skater, the pads are not covered enough to protect everyone's blades

It would be nice to have some privacy while skaters change into their costumes or gear as well. Utilizing the shower/changing room would really help with this problem

The Ice
Maybe it's the weather, but those spiky metal sheets on the ceiling are creating water droplets that make the ice really bad. Maybe it's time to remove the metal sheets from the ceiling and replace them with something more practical?",3 stars,2023,megamall
"Healing my inner child!

Tip: bring alcohol or sanitizer. The shoes could be smelly.",5 stars,2023,megamall
"Skating rink was not as smooth as it was sadt. The skating has new instructions where you could only skate in one direction - counterclockwise. Removes the fun out of the freestyle. Hahaha also there are a lot of people when we skate and seems that it was overcrowded especially on the sides handle.

Anyways, we tried the 2hrs instead of the unli hours. It's enough amount of time because you'll get exhausted easily of you're a beginner. Locker room rental for your valuables and shoes are php50. The shoes are not new and bring thicker socks so that you won't wound yourself in the shoes aglet metal holes inside.

Good for beginners who would like to have fun.",3 stars,2023,megamall
"Spacious place to skate and good for beginners. The ice is not that smooth so be careful. The shoes are “smelly” from overused I think. There are a lot of people there specially on peak days (weekends).

Rate is 450php unlimited skating
100php for the Polar Bear rental (1hour) - this will help you to balance while skating

50php for the locker rental

Overall, this is a good place to have fun with friends.",3 stars,2019,megamall
"Fun place for the kids.  Regular rate of p450 and they promo for p250 during weekdays.
The shoes tend to be old and smelly.  But the kids dont seem to mind.
Its worth the experience and good bonding for the kids",4 stars,2020,megamall
Haven't tried it yet but it seems worth it.,5 stars,2023,megamall
"People traffic inside the rink: manageable since they provide time slots
Price: $$
Service: queueing up might pile up so best to plan it accordingly",4 stars,2023,megamall
Love this place 😍 worth the wait 😁😁,5 stars,2023,megamall
Big space.. we had so much fun and will definitely come back.,5 stars,2023,megamall
"DO NOT COME HERE WITH YOUR KID!
Skate blade is terrible, zero edge on their blade. I would not recommend you bring your family or kids here.
This is very dangerous because the shoes cannot provide enough support.
Is a ankle breaker. is really painful every second.

It was disappointed that size 9 is the most popular one but SM not prepare enough.",1 star,2023,megamall
"Serviceable skating rink.  The ice is a bit rough due to the number of people and they only service it twice a day.  Even after the zamboni smoothed the ice, it wasn't the quality of surface I am used to.  The quality of the skates weren't up to standards as well.  But for beginners and first timers, this rink will do.",3 stars,2018,megamall
It was super nice. You have to get there early so you don't have to wait in line. They have 2 hour rent and an all day pass.,4 stars,2023,megamall
"Cool place, but check because they have time limits. And also locker is one time use only(u can open and close it only once). So if you gonna share it, keep in mind it.",5 stars,2023,megamall
"I'm a big fan of ice skating. We usually ice skate at SM MOA but had to go here because my friend is nearer here in Megamall.

I'm a bit disappointed. Because there's too many people,we had to fall in line for like 30 minutes just to get the ice skates.. the rink is smaller compared to MOAs and the worst part is the shoes smells so bad. In Mall of Asia, it's not like this.",2 stars,2023,megamall
Went here on a Thursday before lunch with friends. Not much people and pretty large skating rink considering it is inside a mall.,5 stars,2023,megamall
"Had fun, but check ur schedule bcoz they have time limits. You can also rent a locker & a polar bear which you can use to stand or a guide & you can borrow helmet for free.",4 stars,2023,megamall
Great place to learn skates. But one of the problems i faced are the coaches of the figure skaters. They get mad at customers for obstructing but those customers are begginers and cannot help obstructing. But essentially good quality of rink and they periodically clean the rink. Some shoes smell by the way,3 stars,2017,megamall
"We had so much fun Celebrating our 7th year anniversary here at Megamall Ice Skating Rink last 02/16/2020.

Trying this ice skating for the very first time for both of us was so lit. 🤙🏼

5 Pointers

1st: It was not easy to walk at the ice with the ice skate. Kudos to those who are trying really hard to practice dancing with it, you guys are awesome.
I best suggest to rent a polar bear for a firt timer. It really helps.

2nd: I forgot to bring a jacket with me it was so cold inside the rink. So, I recommend don't forget to bring one jacket with you guys.

3rd: For you to enjoy the moment try to copy-cat the others. I swear, it can help you to move slowly but surely.

4th: Don't forget to record a video clip when you are a first timer. I bet you, it will makes your jaw and belly hurt due to laughing hard. Record every moment and have fun.

5th: Don't forget to take a photo and slay your ice skate. As if you've never been through many struggles strolling with it. ⛸",5 stars,2020,megamall
"They have cut off even if you are paying for unlimited ice skating. On weekends, if you arrive at 1pm, there's tendency that your time in will be 3:15pm. If you have a 2-hr ticket (limited time), chances are, you'll be at 3:00 or 5:30 batch. With the long lines coming in, plus long lines in getting shoes, and wearing it, you will start to skate at around 3:30 or 3:45pm. They will ask you to leave the ice at 4:30 to resurface the rink and your time will end at 5:00 pm (so, that's basically 1 hour only, not 2hrs!). They will not let you come in anymore after they clean the rink. Lockers are for one time use (one open and one close), they will lock your locker and confiscate your things if you opened it for any reasons at all. If you rest and take off your ice skating shoes, they will confiscate the shoes (no shoes on the floor), and you need to fall in line again to get one (long lines during cleaning period). Very, very frustrating.",3 stars,2023,megamall
"Good place for those who know how to ice skate. Not so beginner friendly. Polar bears that serve as guides are not always available. You need to line up on the waiting list. It is more okay if you have your own shoes as your exact size may not be available on your schedule. Skating shoes are included in the price, but most of the shoes are old. Good to try, but I'm not thrilled to go back.",3 stars,2023,megamall
"It's good however there is a chance to get the B.A.5 variant that is more transmisable, WHO also announced a new mutated sub variant B.A.75 that is more transmitable and can pass undetected if you are already vaccinated, be aware, DONT SPREAD COVID IN MANILA TO AVOID LOCKDOWN AGAIN, WAG ""PASAWAY""!!!",1 star,2023,megamall
Great place to have fun with friends and family,5 stars,2023,megamall
"Reality check, we still have Covid19, gathering like this are Super Spreader...",2 stars,2023,megamall
"Well maintained facility, very popular destination",4 stars,2024,megamall
"Please choose your staff carefully. The woman that was in charge of the counter at this very day, July 13, 2022, around 4:30-5:30, was very rude and didn't take her customers seriously. For she told a customer what would the customer do or ""Ano ang magagawa mo?"" (in a very rude and arrogant tone), when the said customer was just asking for information as to why they were told by the said woman that the ice skating rink was closed when there were obviously a new batch in the skating rink.",1 star,2023,megamall
Amazing! Polar bear is my hero 🐻 …,5 stars,2023,megamall
"Once located beside Megamall's foodcourt in the basement floor, this one is now relocated in the 5th floor of the new Fashion Hall. This is a full sized rink compared to the previous one.",5 stars,2023,megamall
Based  of my observation not experience while watching the people inside the ice skating they are all enjoying while skating.This place  has wide area that giving them very comfortable.There are also tutorial who do not  know how to skate.,5 stars,2023,megamall
Nice,5 stars,2024,megamall
"The staff who's giving stubs are not consistent. Pinapila niya kami near the cashier area, then I am trying to talk to her regarding 2hr pass vs. afternoon pass, so after confirming that the 2hrs pass for 4pm is full, we're trying to get the afternoon pass but she's not paying attention to me and decided to go somewhere else, pero ako, nagstay pdin ako sa pila expecting that the stub she's giving is for 2hrs pass only, then nung ako na ung next, the cashier is asking for a stub, so I said na wala siyang binibigay, so tinawag ni ateng cashier ung nagbibigay ng stub, then that woman denied that I am requesting for a stub for 5pax and want me to go to the end of the line to wait again. Nakakadisappoint. Skating was one of our activities on that day my birthday and that woman blew it off. nakakaloka. di approcheable mga tao, bad customer service!!!!!",1 star,2023,megamall
"A very fun experience this photo was taken pre-covid, it is a good way to relieve stress",5 stars,2022,megamall
"Awesome experience, but if you like to try this bring a thick socks and do stretching first coz your feet might get hurt.",4 stars,2023,megamall
Rentals were bad. Dull blades (couldnt even glide). Basically no maintenance on the equipment.,2 stars,2023,megamall
A fun experience indeed. Don't forget to bring a sweater because it's cold!,5 stars,2019,megamall
Great place to skate.,5 stars,2023,megamall
"Overall, this ice rink is like an oasis in the desert in Manila. The ice skate shoe rentals are in disrepair which makes it very hard to find your balance on the ice if you are an advanced skater. I think the beginners had a lot of fun pushing the polar bear statues for balance. I need my own skates to enjoy this rink but they do not have a sharpening grinder either. Overall, my friends had a good memory at this skating rink.",4 stars,2020,megamall
"Kids really enjoyed the opportunity to try ice skating. Perfect bonding moment for the family.  Go on weekdays, less people. Make sure you bring extra socks for the kids.",5 stars,2023,megamall
Amazing place. Staff is very friendly. Will go and have fun on this skating rink again. Remember to bring socks.,5 stars,2023,megamall
"Staff is nice, shoes can be asked for replacement. I prefer this rink over Mall of Asia's",4 stars,2023,megamall
"The first skating rink in the Philippines,  it opened in the early 1990s. It has recently been renovated and relocated from basement level to 5th level",3 stars,2023,megamall
As usual. People fall in line for queuing🤔 …,4 stars,2023,megamall
My kids really loved it,5 stars,2023,megamall
SM is always the best. Benn here for 100 times already with my friends and family.,5 stars,2023,megamall
Spacious rink. But I think shoes are very heavy and *smelly. My first time skating so couldn't really tell if there's lighter shoes for this but some skaters do have their own shoes and I think they're lighter than the free shoes. It could be more fun for beginners maybe.,4 stars,2019,megamall
We arrived around 3pm.. and the security guard told us to wait til 5pm to buy the ticket and by 7pm we can enter to do the skating...,1 star,2023,megamall
"For starters, do penquin walk. Wear your protective gear.

Currently as of July 2022 last week update: they have no available trainer/instructor.",5 stars,2023,megamall
This is one of the few places in the Philippines you can actually ice skate. Its a bit cold for the locals but if you are used to it then it will be a welcome temperature.,5 stars,2023,megamall
"I was here, alot of people came here, quite popular. You have to wait a long line, not suay they dont have enough my size fore ice skate",4 stars,2023,megamall
Great experience in the ice but they should really sanitize the shoes😅 Looks like they haven't been cleaned for years …,4 stars,2023,megamall
Coming in the early morning (10:00 AM) on Sundays is probably one of the best times to ice skate for beginners or people who want to work on technique. I avoid the peak times as it sometimes feels a little bit too crowded and renting perfectly-sized boots becomes tricky.,4 stars,2018,megamall
The skating experience is great but got fed up of waiting time ..reached 2:45 and stand in line for one hour and got slot for 7 15 to 9 15pm,4 stars,2023,megamall
"We’re still in the Philippines and the kids need ice time, so we decided to check out the ice skating rink at Megamall. The rink is located on the 5th floor. It was a pleasant surprise to see that the ice is maintained. And I wouldn’t have believed it if I didn’t see it myself, but they have a Zamboni. My daughter told me the skates are not as dull as at the MOA ice rink. Also, you can choose between figure skates and hockey skates at no extra charge.
While the MOA rink has for hockey players, the Megamall rink has more figure skaters. Overall it’s a good experience for the kids. If you need to ice time while I the Philippines, this rink is the better of the two we’ve been to.",5 stars,2019,megamall
A must-try experience when you're in Megamall! The ice is relatively well-maintained and the skates they provide are decent. Really fun to go out either to practice alone or to have fun with friends.,5 stars,2020,megamall
"Super crowded place. If you want to go here, make sure to be early, preferably morning.",2 stars,2023,megamall
Cool place. Though not ao maintained in terms of its cleanliness,4 stars,2023,megamall
"It gets crowded during the weekends and in the afternoons. Best to come in early, just right after the mall opened. Or plan the visit on a weekday.",4 stars,2020,megamall
"Crowded ice skating rink, but price is sensible. A good choice for occasional recreational change for your weekend activities.",4 stars,2023,megamall
We had so much fun playing around in the skating rink,4 stars,2019,megamall
Really enjoyed at this place with my friends. Affordable price with high quality equipments. You can get discount coupons occasionally.,4 stars,2019,megamall
Kids had a blast! Polar bears saved the day!,5 stars,2020,megamall
I only glimpsed on it and it looked fine. Being new helps too.,5 stars,2023,megamall
Nice place to visit for family bonding and for hanging out with friends too.,4 stars,2023,megamall
It's nice. You obviously need a jacket tho and socks hahahahaha,4 stars,2023,megamall
Probably the obly ice skating rink I Mandaluyong City. What a treat in a tropical country like the Philippines.,5 stars,2023,megamall
"The place is barely full and the wait can be long, not enough skates to rent, they're always rented,,,",3 stars,2023,megamall
It's good when it's not too crowded and the temperature is fine,5 stars,2023,megamall
We are enjoying your food and your staff are very friendly,5 stars,2023,megamall
"Uhm, I will go skating this week but I just wanna know if the iceskates have a good quality and if you can have a guider or like a walker thingy if you are still unstable.",3 stars,2016,megamall
The ice rink is very spacious and well lit. The ice is well maintained. Only downside is that the skating shoes seems kinda old and dirty.,4 stars,2016,megamall
Make reservation first if your're planning to go here,5 stars,2023,megamall
"the only problem are the skating shoes,, they smell horrible",3 stars,2023,megamall
Ice skating in the heart of the metro. The skating area itself is really well maintained.,5 stars,2023,megamall
Its non existent in SM Megamall for a long time now,1 star,2023,megamall
Been here many times and they never disappoint,4 stars,2023,megamall
Good place to learn skating and cheap fee too,5 stars,2023,megamall
SM megamall skating rink is better than in MOA,5 stars,2023,megamall
No skating rink at Megamall..the place has occupied by TOY KINGDOM STORE ....,1 star,2023,megamall
A great place to chill just be careful not to get sprain or bruised.,5 stars,2023,megamall
Good place to have fun with family and friends,5 stars,2023,megamall
Awesome 👍 …,5 stars,2021,megamall
Rental skates are all old and blunt. Preparation of ice and filling is happens irregularly and therefore the quality of the ice rink is very very bad sometimes.,4 stars,2016,megamall
"Nice place, almost everything available, nice foo also",5 stars,2023,megamall
"Just beware that the skis they're renting are old, used and abused.",4 stars,2023,megamall
My brother enjoy the place a lot.,4 stars,2023,megamall
"Bigger, brighter better compare to the old skating rink.",4 stars,2023,megamall
bro this thing so good when i tried to skate the ice was moving and so i moved with it,5 stars,2023,megamall
Very nice and relaxing to watch the skaters practicing.,4 stars,2023,megamall
Nice but no money to try it.,3 stars,2023,megamall
Good but too many people,5 stars,2023,megamall
Many people visit here everyday so you might wanna choose an ordinary weekday,4 stars,2019,megamall
🥶,5 stars,2023,megamall
"A cool  place for  a tropical ice  skating rinks
.",5 stars,2023,megamall
Good place. I like it.,3 stars,2018,megamall
Crowded on weekends. Skates are kinda smelly.,4 stars,2023,megamall
Slippery but was a good experience,3 stars,2019,megamall
Own shoes is suggestable since the shoes are way TOO heavy and uncomfortable,3 stars,2021,megamall
"I started to learn to skate here, and that was awesome",5 stars,2023,megamall
Delighted with the way it is maintained.,4 stars,2018,megamall
"Visited on a weekday, there were only a few people ice-skating. Bring/wear socks.",5 stars,2020,megamall
very nice and .they are cleanliness,1 star,2023,megamall
Great place to kill time,4 stars,2023,megamall
Shoes are very uncomfortable and have a very bad smell,1 star,2023,megamall
Cool as ice,5 stars,2020,megamall
Very nice for all ages🤣 …,4 stars,2023,megamall
"Nice place for shopping, some stuff",5 stars,2023,megamall
Already fully booked; crowded,1 star,2023,megamall
Very Well maintained international standard ice skating rink.,5 stars,2020,megamall
"Excellent facility for newbies to learn ice skating, affordable paid lessons.",5 stars,2017,megamall
There are too many people but worth the try.,4 stars,2020,megamall
it nice for the children to play in snow.,5 stars,2023,megamall
Cool,5 stars,2023,megamall
A huge place to practice your skating skills.,4 stars,2023,megamall
Great place for kids.,5 stars,2023,megamall
Haven't tried it yet,5 stars,2023,megamall
"Ownsome sports play ground for kids,",5 stars,2023,megamall
Great way to get well.,5 stars,2023,megamall
Enjoy watching skating rink!!,5 stars,2023,megamall
The best rink in the pHilippines,5 stars,2023,megamall
Best experience,5 stars,2023,megamall
Have fun,5 stars,2023,megamall
Holidays 2022,5 stars,2023,megamall
Clean and quiet place for skating,4 stars,2023,megamall
very good,5 stars,2023,megamall
Nice rink and nice coaches.,5 stars,2023,megamall
I don't like here. Also for Instructors.,3 stars,2019,megamall
Overcrowded during weekend,3 stars,2023,megamall
My kids love it.,5 stars,2023,megamall
Good fun but skates are dull,4 stars,2020,megamall
Amazing 👏 …,5 stars,2023,megamall
"Nice skating rink, going here to practice ice skating 😁 …",5 stars,2020,megamall
Fun.,5 stars,2023,megamall
I love it,5 stars,2023,megamall
Nice place to practice skating,4 stars,2023,megamall
Very long queues.,4 stars,2023,megamall
So much fun here,5 stars,2021,megamall
Nice👍☺ …,5 stars,2023,megamall
I like SM skating rink,5 stars,2023,megamall
successful,1 star,2023,megamall
perfect shopping mall,5 stars,2023,megamall
They have unliskate on weekends,4 stars,2019,megamall
Beautiful and interesting,4 stars,2023,megamall
Great experience,5 stars,2023,megamall
Ok,5 stars,2023,megamall
Nice place,4 stars,2023,megamall
Real Happiness,5 stars,2023,megamall
Loved it with the kids.,5 stars,2023,megamall
Same as how it was when I was a kid,4 stars,2023,megamall
Skating area for all ages,5 stars,2023,megamall
Crowded sometimes,2 stars,2023,megamall
Fun times,4 stars,2020,megamall
Was excellent.,5 stars,2023,megamall
Amazing,5 stars,2023,megamall
Cool and fun.,4 stars,2023,megamall
Nice,5 stars,2023,megamall
Nice place to skate,5 stars,2023,megamall
Accessible. Sufficient size.,5 stars,2020,megamall
To many polar bears in the way,4 stars,2020,megamall
Enjoy doing skates here,5 stars,2019,megamall
Good,4 stars,2023,megamall
Superb!!!,5 stars,2023,megamall
Cool,5 stars,2023,megamall
The place is good.,5 stars,2020,megamall
Perfect,5 stars,2023,megamall
❤❤,5 stars,2023,megamall
☺️😊 …,4 stars,2020,megamall
👍👍👍 …,5 stars,2023,megamall
👍👍 …,5 stars,2023,megamall
Love the place😍 …,4 stars,2019,megamall
Great place,5 stars,2019,megamall
Love it.,5 stars,2023,megamall
Ok,3 stars,2023,megamall
My homerink...,5 stars,2019,megamall
It was fun skating,5 stars,2020,megamall
Rink for skaters,4 stars,2023,megamall
Nice,5 stars,2023,megamall
Love it.,5 stars,2023,megamall
Nice place,5 stars,2023,megamall
Good,5 stars,2023,megamall
Nice place,5 stars,2023,megamall
"Best to bring your own skates.
The entrance fee gets you a pair of garbage skates. Their rentals are all cheap, shameful pairs of dung.",2 stars,2024,megamall
"nice,,,",5 stars,2023,megamall
"Finally! 1st time trying ice skating and super FUN! I think you can pay less if you buy online, but we did the research too late. Either way, we had a great time and we were so tired that we didn't finish the 2 hours 🥲 we rented the teddy bear for ₱125/hour, would definitely try again next time 🥰",5 stars,2024,megamall
"First time ice skating and I experienced super fun. They have padisco lights and for newbies you can rent a polar bear. The guides are also super helpful because they will teach you how not to fall, but along the way you'll also learn something so for sure the 2nd time I go I'm not stuck on one side anymore.",5 stars,2023,megamall
"I went at 6 o'clock on a Saturday and couldn't get in because I didn't have enough shoes.
I went at 6pm on Sunday and was told to go in at 7:30.
There is a 2-hour pass and a day pass, and 2 hours is enough to ride.
If you get a 2-hour pass, you'll have to wait if you don't go on time, so it's better to go on time.
Times and fees are attached with photos.

Temperature - It was short-sleeved shorts and it wasn't cold at all. I was almost sweating. There doesn't seem to be a need to bring thick clothes.

Shoes - There were no sizes 10 and 11, so I wore size 12. There is a size measuring machine so you don't have to find out in advance. And if you go at 5 or 7 o'clock, your shoes may be dirty and wet because other people wore them at the previous time.

Lockers - I ordered a 2-hour pass for two people, and lockers were automatically included in the receipt. 50 pesos is automatically added.
First, I had to put my shoes and bag in, but it was full after I put in one backpack. I went into the skating rink with my bag and got kicked out. You cannot carry bags inside. If you have a lot of luggage, buy more lockers.

Polar Bear - Hold and ride is a tool for beginners. It's 100 pesos per hour, but no one cares about the time. And because there are not enough numbers, if you rent it late, you have to wait with a waiting number.
They are also made so that you can sit on Polar Bear's lap, and although they are all different sizes, they are the same price. I rented a small one and couldn't even sit on it, so I ended up replacing it later. They say I can't exchange it with other people, but I still don't understand.

People - Most people are not good at riding. And there are about 10 to 20% of people who are very good at riding, and they seem to be aspiring athletes or practicing professionals. The receptionists were not friendly.",3 stars,2023,megamall
"There are sizes 8, 9, 11, 12, and 13, but no 10? Didn't even say there was no stock before I paid the P450. The skates are still smelly + The ice was not properly cleaned before our batch",1 star,2024,megamall
"Provided shoes 3 sizes larger, can't provide refunds despite not preparing for a regular volume of people, broken at one end, and the music speaker is broken; Just go to MOA",1 star,2024,megamall
"I never expected to be able to go skating⛸️ in Manila😮

It's 450p and the shoes are also cheap.
Locker fee is 50p, unlimited times a day☝️😉
You are free to come and go.
Short sleeves and jeans are OK.
I think it is better for children to wear gloves.

You can almost have fun skiing just like in Japan ☝️",5 stars,2019,megamall
"price is cheap
With a 2-hour pass, you have to go at a set time, which is a hassle, and it's very crowded to get in.
The link is also narrower than MOA",3 stars,2023,megamall
The ice skating boots hurt the feet even with socks on.. anyway we had fun.,4 stars,2023,megamall
"It's fun exp but I can't enjoy skating much because I don't know how. The given shaking skate is already wet, but you can request another dry one. It might be 500Php now but there is often a discount online at MetroDeal.",5 stars,2023,megamall
"It's nice, you can also just watch it",5 stars,2023,megamall
"The nice thing here is that there is unlimited 🤗 if you don't know how, it's okay for now, hehe. …",5 stars,2023,megamall
"I am not satisfied with the shoes, the gears are old and it still smells.",1 star,2023,megamall
Super enjoy! There were quite a few people when we went.,5 stars,2023,megamall
I am happy and full of joy. I'm still happy,5 stars,2023,megamall
"Tip, eat breakfast so that you are the first and there are only a few people.",5 stars,2023,megamall
The skates just stink. Haha. Better bring your own skates,5 stars,2023,megamall
🔥💯​​​​​​​​​​​​​​💓 Soli deo gloria. Dinner muna …,5 stars,2023,megamall
you can hang out while watching those playing on the ice,5 stars,2023,megamall
it's cold because there's ice haha ​​and the shoes hurt my feet,3 stars,2020,megamall
My brother!,5 stars,2023,megamall
"people crowded, too much traffic entering the Mega Mall",5 stars,2023,megamall
,5 stars,2023,megamall
Great place for skating in the city,4 stars,2019,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
Lots of people but enjoy it.,4 stars,2023,megamall
"It is very crowded, you have to come early",5 stars,2023,megamall
,5 stars,2023,megamall
because it's beautiful,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
God's,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2019,megamall
Gavsh,5 stars,2022,megamall
Naol is skating,1 star,2023,megamall
,5 stars,2020,megamall
,5 stars,2020,megamall
,5 stars,2023,megamall
,4 stars,2019,megamall
,4 stars,2019,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2024,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2020,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,3 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2020,megamall
,3 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,2 stars,2023,megamall
,3 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2020,megamall
,3 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2021,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2021,megamall
,3 stars,2023,megamall
,4 stars,2019,megamall
,5 stars,2023,megamall
,4 stars,2019,megamall
,1 star,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,4 stars,2020,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2019,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2020,megamall
,5 stars,2023,megamall
,3 stars,2019,megamall
,5 stars,2023,megamall
,1 star,2023,megamall
,4 stars,2023,megamall
,5 stars,2022,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2020,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2024,megamall
,1 star,2024,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2019,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,1 star,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,1 star,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2020,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2020,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,2 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,3 stars,2023,megamall
,5 stars,2020,megamall
,5 stars,2023,megamall
,4 stars,2020,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
,4 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,4 stars,2020,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2019,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,3 stars,2023,megamall
,4 stars,2024,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,5 stars,2023,megamall
,4 stars,2023,megamall
